PFI,EZI_ADD,SRC_VERIF,PROPSTATUS,GCODEFEAT,LOC_DESC,BLGUNTTYP,HSAUNITID,BUNIT_PRE1,BUNIT_ID1,BUNIT_SUF1,BUNIT_PRE2,BUNIT_ID2,BUNIT_SUF2,FLOOR_TYPE,FLOOR_NO_1,FLOOR_NO_2,BUILDING,COMPLEX,HSE_PREF1,HSE_NUM1,HSE_SUF1,HSE_PREF2,HSE_NUM2,HSE_SUF2,DISP_NUM1,ROAD_NAME,ROAD_TYPE,RD_SUF,LOCALITY,STATE,POSTCODE,ACCESSTYPE,x,y
210768141,2/1 HIGH STREET BANNOCKBURN 3331,2010-01-07,A,E,,UNIT,,,2.0,,,,,,,,,,,1.0,,,,,,HIGH,STREET,,BANNOCKBURN,VIC,3331,L,144.17305324000006,-38.04558755599993
151024095,40 ALICE MEWS BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,40.0,,,,,,ALICE,MEWS,,BANNOCKBURN,VIC,3331,L,144.16585481100003,-38.05197134599996
151199377,MCINTYRES ROAD INVERLEIGH 3321,,A,V,,,,,,,,,,,,,,,,,,,,,,MCINTYRES,ROAD,,INVERLEIGH,VIC,3321,L,143.95631791000005,-38.12315869299994
453390220,66 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,66.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36477869700002,-38.10958680599998
151927813,73 INVERLOCHY DRIVE BANNOCKBURN 3331,2010-01-27,A,E,,,,,,,,,,,,,,,,73.0,,,,,,INVERLOCHY,DRIVE,,BANNOCKBURN,VIC,3331,L,144.1886183580001,-38.04197662699994
151927864,56 INVERLOCHY DRIVE BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,56.0,,,,,,INVERLOCHY,DRIVE,,BANNOCKBURN,VIC,3331,L,144.1903045670001,-38.043029986999954
151963111,80 CHARLTON ROAD BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,80.0,,,,,,CHARLTON,ROAD,,BANNOCKBURN,VIC,3331,L,144.17236026900002,-38.05723750599998
51056113,7 CORNISH ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,7.0,,,,,,CORNISH,ROAD,,HEALESVILLE,VIC,3777,L,145.5260566720001,-37.65960462299995
152387482,83 SQUIRES ROAD TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,83.0,,,,,,SQUIRES,ROAD,,TEESDALE,VIC,3328,L,144.049900115,-38.01575747799996
152387494,163 THOMPSON ROAD MAUDE 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,163.0,,,,,,THOMPSON,ROAD,,MAUDE,VIC,3331,L,144.184691788,-37.95289805599998
152442345,21 COMMON ROAD INVERLEIGH 3321,2010-01-07,A,E,,,,,,,,,,,,,,,,21.0,,,,,,COMMON,ROAD,,INVERLEIGH,VIC,3321,L,144.06767378300003,-38.09734523999998
152507020,24A SUTHERLAND STREET MEREDITH 3333,2010-01-07,A,E,,,,,,,,,,,,,,,,24.0,A,,,,,SUTHERLAND,STREET,,MEREDITH,VIC,3333,L,144.07110409900008,-37.839513557999965
152652413,233 BURNSIDE ROAD BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,233.0,,,,,,BURNSIDE,ROAD,,BANNOCKBURN,VIC,3331,L,144.18082925700003,-38.06177441699998
453390221,70 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,70.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36480997600006,-38.10951340699995
172382584,6 FRANCIS COURT BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,6.0,,,,,,FRANCIS,COURT,,BANNOCKBURN,VIC,3331,L,144.18509795800003,-38.04564891699994
453390223,74 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,74.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36485672300012,-38.10938922899993
215183379,3/8A MOORE STREET BANNOCKBURN 3331,2010-08-13,A,E,,UNIT,,,3.0,,,,,,,,,,,8.0,A,,,,,MOORE,STREET,,BANNOCKBURN,VIC,3331,L,144.1739017000001,-38.04729444599997
172609576,60 PARK STREET INVERLEIGH 3321,2010-01-07,A,E,,,,,,,,,,,,,,,,60.0,,,,,,PARK,STREET,,INVERLEIGH,VIC,3321,L,144.05842766400008,-38.10459668899995
453390249,41 HEART LOOP CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,41.0,,,,,,HEART,LOOP,,CLYDE NORTH,VIC,3978,L,145.36525041800007,-38.10945808599996
172652477,13 OBAN LANE BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,13.0,,,,,,OBAN,LANE,,BANNOCKBURN,VIC,3331,L,144.17481606900003,-38.05447730599997
172652604,17 BOURNBANK AVENUE BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,17.0,,,,,,BOURNBANK,AVENUE,,BANNOCKBURN,VIC,3331,L,144.1744743490001,-38.05421626599997
172652948,24 BOURNBANK AVENUE BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,24.0,,,,,,BOURNBANK,AVENUE,,BANNOCKBURN,VIC,3331,L,144.1736882990001,-38.054219485999965
172653037,18 BOURNBANK AVENUE BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,18.0,,,,,,BOURNBANK,AVENUE,,BANNOCKBURN,VIC,3331,L,144.1742142490001,-38.05399805599996
172653061,12 BOURNBANK AVENUE BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,12.0,,,,,,BOURNBANK,AVENUE,,BANNOCKBURN,VIC,3331,L,144.17517294900006,-38.05403520599998
172653069,10 BOURNBANK AVENUE BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,10.0,,,,,,BOURNBANK,AVENUE,,BANNOCKBURN,VIC,3331,L,144.1755213790001,-38.05418795599997
172655520,47 DALCRUIN DRIVE BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,47.0,,,,,,DALCRUIN,DRIVE,,BANNOCKBURN,VIC,3331,L,144.1769093480001,-38.05440267599994
172655560,51 DALCRUIN DRIVE BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,51.0,,,,,,DALCRUIN,DRIVE,,BANNOCKBURN,VIC,3331,L,144.176963999,-38.05408586599998
172655605,48 DALCRUIN DRIVE BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,48.0,,,,,,DALCRUIN,DRIVE,,BANNOCKBURN,VIC,3331,L,144.177229258,-38.05426748599996
172655794,16 KINTYRE COURT BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,16.0,,,,,,KINTYRE,COURT,,BANNOCKBURN,VIC,3331,L,144.1787721080001,-38.054793736999954
453390224,39 HEART LOOP CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,39.0,,,,,,HEART,LOOP,,CLYDE NORTH,VIC,3978,L,145.3653931760001,-38.10947960699997
172731708,32 SUTHERLAND STREET LETHBRIDGE 3332,2010-01-07,A,E,,,,,,,,,,,,,,,,32.0,,,,,,SUTHERLAND,STREET,,LETHBRIDGE,VIC,3332,L,144.13895872400008,-37.96803922299995
453390226,35 HEART LOOP CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,35.0,,,,,,HEART,LOOP,,CLYDE NORTH,VIC,3978,L,145.36566073200004,-38.109512639999934
172759083,1778 STEIGLITZ ROAD MAUDE 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,1778.0,,,,,,STEIGLITZ,ROAD,,MAUDE,VIC,3331,L,144.16932912100003,-37.95152942499993
453390227,33 HEART LOOP CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,33.0,,,,,,HEART,LOOP,,CLYDE NORTH,VIC,3978,L,145.36580155100012,-38.10953002599996
173289510,123 EAGLE COURT TEESDALE 3328,2010-07-23,A,E,,,,,,,,,,,,,,,,123.0,,,,,,EAGLE,COURT,,TEESDALE,VIC,3328,L,144.02763081900002,-38.01259442599997
173502078,2797 MIDLAND HIGHWAY LETHBRIDGE 3332,2010-01-07,A,E,,,,,,,,,,,,,,,,2797.0,,,,,,MIDLAND,HIGHWAY,,LETHBRIDGE,VIC,3332,L,144.1401324340001,-37.96702908299994
51056115,9 CORNISH ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,9.0,,,,,,CORNISH,ROAD,,HEALESVILLE,VIC,3777,L,145.52625096100007,-37.65950893899998
202254644,31 MERINO DRIVE TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,31.0,,,,,,MERINO,DRIVE,,TEESDALE,VIC,3328,L,144.0236705090001,-38.01792210599996
202254668,43 MERINO DRIVE TEESDALE 3328,2010-03-05,A,E,,,,,,,,,,,,,,,,43.0,,,,,,MERINO,DRIVE,,TEESDALE,VIC,3328,L,144.02466583900002,-38.01803163599993
202254676,51 MERINO DRIVE TEESDALE 3328,2010-03-05,A,E,,,,,,,,,,,,,,,,51.0,,,,,,MERINO,DRIVE,,TEESDALE,VIC,3328,L,144.02560824900002,-38.01796231599997
202254694,16 MERINO DRIVE TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,16.0,,,,,,MERINO,DRIVE,,TEESDALE,VIC,3328,L,144.02287605900003,-38.01922055599994
202254742,36 MARRABAH CRESCENT TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,36.0,,,,,,MARRABAH,CRESCENT,,TEESDALE,VIC,3328,L,144.028085378,-38.01865531699997
202254750,32 MARRABAH CRESCENT TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,32.0,,,,,,MARRABAH,CRESCENT,,TEESDALE,VIC,3328,L,144.02827964800008,-38.01894763699994
202254815,48 MERINO DRIVE TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,48.0,,,,,,MERINO,DRIVE,,TEESDALE,VIC,3328,L,144.02503184900002,-38.018346565999934
453390244,25 HEART LOOP CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,25.0,,,,,,HEART,LOOP,,CLYDE NORTH,VIC,3978,L,145.3663243950001,-38.109587128999976
202280208,92 SHAWS ROAD TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,92.0,,,,,,SHAWS,ROAD,,TEESDALE,VIC,3328,L,144.04018908600003,-38.01638758699994
202730720,27 TULLA DRIVE TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,27.0,,,,,,TULLA,DRIVE,,TEESDALE,VIC,3328,L,144.0277287880001,-38.02437672699995
202758519,95 TULLA DRIVE TEESDALE 3328,2010-03-15,A,E,,,,,,,,,,,,,,,,95.0,,,,,,TULLA,DRIVE,,TEESDALE,VIC,3328,L,144.02664811700004,-38.03049520699994
453390236,34 HEART LOOP CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,34.0,,,,,,HEART,LOOP,,CLYDE NORTH,VIC,3978,L,145.36628451900003,-38.10929784099994
453390237,36 HEART LOOP CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,36.0,,,,,,HEART,LOOP,,CLYDE NORTH,VIC,3978,L,145.36608698600003,-38.10927345399995
453390239,40 HEART LOOP CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,40.0,,,,,,HEART,LOOP,,CLYDE NORTH,VIC,3978,L,145.36578000200006,-38.10923555299996
203362223,51 BRUCE STREET TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,51.0,,,,,,BRUCE,STREET,,TEESDALE,VIC,3328,L,144.04593175500008,-38.02497831799997
203618775,2689 MIDLAND HIGHWAY LETHBRIDGE 3332,2010-01-07,A,E,,,,,,,,,,,,,,,,2689.0,,,,,,MIDLAND,HIGHWAY,,LETHBRIDGE,VIC,3332,L,144.14389690200005,-37.97574559399993
203890980,29 TODD STREET TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,29.0,,,,,,TODD,STREET,,TEESDALE,VIC,3328,L,144.0464972740001,-38.031477707999954
204385127,57 ARGYLE PARK COURT INVERLEIGH 3321,2010-01-07,A,E,,,,,,,,,,,,,,,,57.0,,,,,,ARGYLE PARK,COURT,,INVERLEIGH,VIC,3321,L,144.05916810600002,-38.08763922899993
204385200,41 PHILLIPS ROAD INVERLEIGH 3321,2010-03-29,A,E,,,,,,,,,,,,,,,,41.0,,,,,,PHILLIPS,ROAD,,INVERLEIGH,VIC,3321,L,144.04307011700007,-38.104076807999945
204493517,134 BRUCE STREET TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,134.0,,,,,,BRUCE,STREET,,TEESDALE,VIC,3328,L,144.0492263650001,-38.01791027799993
453390240,42 HEART LOOP CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,42.0,,,,,,HEART,LOOP,,CLYDE NORTH,VIC,3978,L,145.3656504490001,-38.10921955899994
453390242,46 HEART LOOP CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,46.0,,,,,,HEART,LOOP,,CLYDE NORTH,VIC,3978,L,145.36540260900006,-38.10918895999998
453390243,48 HEART LOOP CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,48.0,,,,,,HEART,LOOP,,CLYDE NORTH,VIC,3978,L,145.36524482700008,-38.10916948099998
204576612,5 FRANCIS COURT BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,5.0,,,,,,FRANCIS,COURT,,BANNOCKBURN,VIC,3331,L,144.18480248800006,-38.04566593699997
204576640,5 ERWIN COURT BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,5.0,,,,,,ERWIN,COURT,,BANNOCKBURN,VIC,3331,L,144.1782265280001,-38.05508779699994
204576926,16 CLYDE HILL ROAD BANNOCKBURN 3331,2010-07-01,A,E,,,,,,,,,,,,,,,,16.0,,,,,,CLYDE HILL,ROAD,,BANNOCKBURN,VIC,3331,L,144.17617985100003,-38.02725882599998
205449332,96 SHAWS ROAD TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,96.0,,,,,,SHAWS,ROAD,,TEESDALE,VIC,3328,L,144.0402864770001,-38.01598863699997
453390204,78 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,78.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36496690600006,-38.109096534999935
205618258,1470 BANNOCKBURN-SHELFORD ROAD SHELFORD 3329,2010-01-07,A,E,,,,,,,,,,,,,,,,1470.0,,,,,,BANNOCKBURN-SHELFORD,ROAD,,SHELFORD,VIC,3329,L,144.009616982,-38.01709367499996
205618294,132 QUARRY ROAD LETHBRIDGE 3332,2010-01-07,A,E,,,,,,,,,,,,,,,,132.0,,,,,,QUARRY,ROAD,,LETHBRIDGE,VIC,3332,L,144.120132699,-37.95508909199998
205618361,8 CONNORS CRESCENT BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,8.0,,,,,,CONNORS,CRESCENT,,BANNOCKBURN,VIC,3331,L,144.1872682080001,-38.04394130699996
205686640,14 SUTHERLAND STREET LETHBRIDGE 3332,2010-01-07,A,E,,,,,,,,,,,,,,,,14.0,,,,,,SUTHERLAND,STREET,,LETHBRIDGE,VIC,3332,L,144.13839579400008,-37.966846962999966
205778338,499 MEREDITH-MT MERCER ROAD MEREDITH 3333,2010-08-31,A,E,,,,,,,,,,,,,,,,499.0,,,,,,MEREDITH-MT MERCER,ROAD,,MEREDITH,VIC,3333,L,144.02262020700005,-37.851049504999935
453390205,80 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,80.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36498397100002,-38.10905119999995
453390206,82 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,82.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36499859900005,-38.10901234099998
205778386,5 MERCER STREET INVERLEIGH 3321,2010-03-29,A,E,,,,,,,,,,,,,,,,5.0,,,,,,MERCER,STREET,,INVERLEIGH,VIC,3321,L,144.05202049500008,-38.10406969899998
208650207,14A LEVY ROAD BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,14.0,A,,,,,LEVY,ROAD,,BANNOCKBURN,VIC,3331,L,144.172446669,-38.05317190599993
208679466,51 NOYES ROAD LETHBRIDGE 3332,2010-03-15,A,E,,,,,,,,,,,,,,,,51.0,,,,,,NOYES,ROAD,,LETHBRIDGE,VIC,3332,L,144.12889116600002,-37.96278477299995
208726549,518 BAMGANIE ROAD MEREDITH 3333,2010-01-07,A,E,,,,,,,,,,,,,,,,518.0,,,,,,BAMGANIE,ROAD,,MEREDITH,VIC,3333,L,143.98669009000002,-37.88170932299994
208842106,94 RIVER GUM DRIVE INVERLEIGH 3321,2010-01-07,A,E,,,,,,,,,,,,,,,,94.0,,,,,,RIVER GUM,DRIVE,,INVERLEIGH,VIC,3321,L,144.04833333700003,-38.09574144799996
206633833,4 DAVIES STREET BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,4.0,,,,,,DAVIES,STREET,,BANNOCKBURN,VIC,3331,L,144.14945612400004,-38.05189873499995
208910351,20 TULLA DRIVE TEESDALE 3328,2010-01-07,A,E,,,,,,,,,,,,,,,,20.0,,,,,,TULLA,DRIVE,,TEESDALE,VIC,3328,L,144.02746934800007,-38.02360857699995
453390208,86 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,86.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36503516900007,-38.10891519599994
453390209,88 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,88.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36505223500012,-38.10886986099996
209060376,27 TEESDALE-LETHBRIDGE ROAD TEESDALE 3328,,A,E,,,,,,,,,,,,,,,,27.0,,,,,,TEESDALE-LETHBRIDGE,ROAD,,TEESDALE,VIC,3328,L,144.06561883100005,-38.02729524899996
209100539,21 RUSSELL ROAD GHERINGHAP 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,21.0,,,,,,RUSSELL,ROAD,,GHERINGHAP,VIC,3331,L,144.21801603100005,-38.06135579899996
453390212,94 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,94.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36512828500008,-38.10872592299995
209323050,23 SPLATT ROAD INVERLEIGH 3321,2010-01-07,A,E,,,,,,,,,,,,,,,,23.0,,,,,,SPLATT,ROAD,,INVERLEIGH,VIC,3321,L,144.04563688700011,-38.10301016799997
209323054,11 KNOWLES COURT BANNOCKBURN 3331,2010-07-14,A,E,,,,,,,,,,,,,,,,11.0,,,,,,KNOWLES,COURT,,BANNOCKBURN,VIC,3331,L,144.16970505000006,-38.04984034599994
453390252,4 COMRADESHIP COURT CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,4.0,,,,,,COMRADESHIP,COURT,,CLYDE NORTH,VIC,3978,L,145.36537946500005,-38.10878938399998
209562932,20 KINTYRE COURT BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,20.0,,,,,,KINTYRE,COURT,,BANNOCKBURN,VIC,3331,L,144.17920457800005,-38.05478202699993
209562952,1549 MEREDITH-SHELFORD ROAD MEREDITH 3333,2010-11-24,A,E,,,,,,,,,,,,,,,,1549.0,,,,,,MEREDITH-SHELFORD,ROAD,,MEREDITH,VIC,3333,L,144.05175939600008,-37.90015814699996
209562956,3 MOORE STREET BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,3.0,,,,,,MOORE,STREET,,BANNOCKBURN,VIC,3331,L,144.17509394,-38.04693787599996
453390231,8 COMRADESHIP COURT CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,8.0,,,,,,COMRADESHIP,COURT,,CLYDE NORTH,VIC,3978,L,145.3656892680001,-38.10882316599998
209870959,110 BRUCE STREET TEESDALE 3328,2010-03-05,A,E,,,,,,,,,,,,,,,,110.0,,,,,,BRUCE,STREET,,TEESDALE,VIC,3328,L,144.04873461500006,-38.02005835799997
453390232,10 COMRADESHIP COURT CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,10.0,,,,,,COMRADESHIP,COURT,,CLYDE NORTH,VIC,3978,L,145.3658469830001,-38.10884263799994
453390234,14 COMRADESHIP COURT CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,14.0,,,,,,COMRADESHIP,COURT,,CLYDE NORTH,VIC,3978,L,145.36617447100002,-38.10888306999993
454211770,68 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,68.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.3647951040001,-38.10955291399995
51056860,11 CORNISH ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,11.0,,,,,,CORNISH,ROAD,,HEALESVILLE,VIC,3777,L,145.52643277000004,-37.65943086999994
453390248,27E HEART LOOP CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,27.0,E,,,,,HEART,LOOP,,CLYDE NORTH,VIC,3978,L,145.36619653500009,-38.10956105899993
206124495,4 FENWICK FAIRWAY BANNOCKBURN 3331,2010-01-07,A,E,,,,,,,,,,,,,,,,4.0,,,,,,FENWICK,FAIRWAY,,BANNOCKBURN,VIC,3331,L,144.17152424900007,-38.05555729599996
206125316,5 KESTREL PLACE TEESDALE 3328,2010-12-15,A,E,,,,,,,,,,,,,,,,5.0,,,,,,KESTREL,PLACE,,TEESDALE,VIC,3328,L,144.0266378990001,-38.01475533599995
51056116,13 CORNISH ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,13.0,,,,,,CORNISH,ROAD,,HEALESVILLE,VIC,3777,L,145.52655913400008,-37.65937797999993
453390213,50 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,50.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.3644697090001,-38.110417290999976
206474079,3 HAWKINS ROAD LETHBRIDGE 3332,2010-01-07,A,E,,,,,,,,,,,,,,,,3.0,,,,,,HAWKINS,ROAD,,LETHBRIDGE,VIC,3332,L,144.1043321200001,-37.97194119099999
453390214,52 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,52.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36451283700012,-38.110302719999936
206633609,34 HOLDER ROAD BANNOCKBURN 3331,2010-02-15,A,E,,,,,,,,,,,,,,,,34.0,,,,,,HOLDER,ROAD,,BANNOCKBURN,VIC,3331,L,144.15000585400003,-38.05143351499999
206633692,1/60 HOLDER ROAD BANNOCKBURN 3331,2010-07-01,A,E,,UNIT,,,1.0,,,,,,,,,,,60.0,,,,,,HOLDER,ROAD,,BANNOCKBURN,VIC,3331,L,144.1486675640001,-38.05051439499994
206662399,4/19 HIGH STREET BANNOCKBURN 3331,2010-07-14,A,E,,UNIT,,,4.0,,,,,,,,,,,19.0,,,,,,HIGH,STREET,,BANNOCKBURN,VIC,3331,L,144.1717018700001,-38.04647995599999
453390216,56 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,56.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36458755600006,-38.11010424399996
453390251,58 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,58.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36462570900005,-38.110006537999936
453390218,62 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,62.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.3647396890001,-38.109690427999965
215972677,112 SQUIRES ROAD TEESDALE 3328,2010-11-09,A,E,,,,,,,,,,,,,,,,112.0,,,,,,SQUIRES,ROAD,,TEESDALE,VIC,3328,L,144.05145747400002,-38.01815867799996
453390219,64 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,64.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36475919300003,-38.10963861699997
453390222,72 WILD GOOSE WAY CLYDE NORTH 3978,2022-10-27,A,V,,,,,,,,,,,,,,,,72.0,,,,,,WILD GOOSE,WAY,,CLYDE NORTH,VIC,3978,L,145.36482948100002,-38.10946159599996
215992307,52 LOMANDRA DRIVE TEESDALE 3328,2011-08-03,A,E,,,,,,,,,,,,,,,,52.0,,,,,,LOMANDRA,DRIVE,,TEESDALE,VIC,3328,L,144.02361784800007,-38.02578002599995
215992443,47 LOMANDRA DRIVE TEESDALE 3328,2011-08-03,A,E,,,,,,,,,,,,,,,,47.0,,,,,,LOMANDRA,DRIVE,,TEESDALE,VIC,3328,L,144.02405629800012,-38.025363295999966
216068385,15 HERMITAGE PLACE BANNOCKBURN 3331,2010-11-24,A,E,,,,,,,,,,,,,,,,15.0,,,,,,HERMITAGE,PLACE,,BANNOCKBURN,VIC,3331,L,144.1632277320001,-38.039122504999966
216101943,82 MOREILLON BOULEVARDE BANNOCKBURN 3331,2011-08-03,A,E,,,,,,,,,,,,,,,,82.0,,,,,,MOREILLON,BOULEVARDE,,BANNOCKBURN,VIC,3331,L,144.16028472200003,-38.04512098499998
216101970,88 MOREILLON BOULEVARDE BANNOCKBURN 3331,2011-08-03,A,E,,,,,,,,,,,,,,,,88.0,,,,,,MOREILLON,BOULEVARDE,,BANNOCKBURN,VIC,3331,L,144.16050355200002,-38.04464660499997
216101987,92 MOREILLON BOULEVARDE BANNOCKBURN 3331,2011-08-03,A,E,,,,,,,,,,,,,,,,92.0,,,,,,MOREILLON,BOULEVARDE,,BANNOCKBURN,VIC,3331,L,144.16068383200002,-38.04433542499993
216102014,89 MOREILLON BOULEVARDE BANNOCKBURN 3331,2011-08-03,A,E,,,,,,,,,,,,,,,,89.0,,,,,,MOREILLON,BOULEVARDE,,BANNOCKBURN,VIC,3331,L,144.1601837620001,-38.04462817499996
216102022,87 MOREILLON BOULEVARDE BANNOCKBURN 3331,2011-08-03,A,E,,,,,,,,,,,,,,,,87.0,,,,,,MOREILLON,BOULEVARDE,,BANNOCKBURN,VIC,3331,L,144.16012168200007,-38.044774004999965
216102040,83 MOREILLON BOULEVARDE BANNOCKBURN 3331,2011-08-03,A,E,,,,,,,,,,,,,,,,83.0,,,,,,MOREILLON,BOULEVARDE,,BANNOCKBURN,VIC,3331,L,144.16000967200011,-38.04508333499996
216102086,62 ROSEMOND WAY BANNOCKBURN 3331,2011-08-03,A,E,,,,,,,,,,,,,,,,62.0,,,,,,ROSEMOND,WAY,,BANNOCKBURN,VIC,3331,L,144.15981954300003,-38.04410641499993
